Employee_ID,Name,Age,Gender,Department,Education_Level,Join_Date,Training_Program,Training_Date,Training_Attended,Pre_Training_Score,Post_Training_Score,Manager_Feedback_Score,Peer_Feedback_Score
f2f4f240-f69e-463d-b9ef-20ea120e5c83,Steven Martinez,43,F,Marketing,PhD,31/03/2023,Excel,04/05/2023,Present,39,96,,
34b158aa-26df-4494-ac1c-fcfcf1c056ba,Michael Hodges,,Female,Support,PhD,01/04/2025,Excel,27/01/2027,No,,,4,4
4fa83870-8547-4ee1-9e06-d96aa3027b21,Patricia George,,FEMALE,Engineering,Diploma,10/05/2020,Leadership,20/03/2021,No,77,48,2,2
d27e5846-4c7f-4cd6-b032-97d2a911610c,Patrick Gibson,53,Female,Sales,PhD,29/03/2022,Communication,09/02/2024,No,0,,2,2
e916ee82-c116-4b7e-ba9f-4841e1568c60,Sheri Herring,,Male,Engineering,Diploma,11/11/2020,Communication,13/06/2022,Present,,45,0,0
416553a1-e420-4a34-9685-b08b61aa189d,John Richards,52,Male,Marketing,Bachelors,12/08/2020,Excel,23/02/2022,Absent,0,28,4,4
85d8cc08-3981-4354-8a85-fbd1c22a6772,Zachary Morrison,,FEMALE,Engineering,None,30/05/2024,Communication,18/09/2025,Absent,60,92,4,4
aa3794fb-d997-4545-9e8e-76023dc559fc,Michael Reynolds Jr.,,F,Marketing,Bachelors,08/05/2023,Excel,10/11/2023,A,,84,3,3
d7a29c6c-47bb-4bb0-851b-2775dd7b99a6,Desiree King,,Male,Finance,Bachelors,27/02/2021,Communication,14/11/2021,Yes,,91,2,2
d61782cb-aabf-4a08-ab6d-e0da542e2e6a,Howard Smith,25,MALE,Engineering,Diploma,01/08/2024,Cloud Computing,24/01/2025,Yes,0,0,3,3
38ace486-7eb6-40a9-95f5-f2ac3e247c2b,Mary Garcia,31,MALE,Marketing,Bachelors,24/05/2024,Excel,03/02/2027,Present,92,0,1,1
90cc7a42-d660-4275-9b4c-ccb08f881e63,Joseph Schaefer,24,Male,Support,Diploma,31/05/2024,Cloud Computing,30/10/2024,No,,,0,0
9720b88f-1b98-40e3-9a06-8a930ac7256b,Maria Garcia,,M,Support,Diploma,09/07/2023,Excel,10/11/2024,Absent,0,66,2,2
3d15d3ee-c397-43ae-b77b-97421e12bbed,Michael Mckee,,M,Marketing,PhD,26/01/2021,Project Management,22/07/2021,Present,,38,,
be8b15f3-b7e1-49a2-a4cc-7a90d0b66c10,Matthew Alexander,,Female,Support,PhD,08/11/2023,Communication,22/03/2025,A,,0,5,5
098aef72-85d3-43ee-9d08-854592c6bb94,Robin Fuller,,M,HR,Diploma,08/03/2024,Communication,14/07/2025,No,87,51,4,4
374e5dff-0690-4169-a878-0458ab48106d,Allison Bautista,,FEMALE,Finance,PhD,09/12/2023,Project Management,06/01/2026,P,,,2,2
cd4901c9-6982-4369-abb1-02534ad2a7ba,Jesus Macdonald,,Male,Marketing,Masters,07/02/2021,Python,28/06/2021,Yes,0,0,4,4
5a357945-5813-4496-aed9-dac5d18097f4,Danielle Griffin,23,F,Sales,Masters,26/04/2023,Python,10/08/2024,No,92,0,4,4
fdb09520-b2f8-41eb-b54c-e51153133ea1,Patricia Martin,,F,Marketing,Masters,02/09/2020,Excel,11/12/2022,P,0,0,2,2
a5f62181-8c1a-4477-9d0d-3739c553bb6d,James Bailey,28,Male,Engineering,Bachelors,06/01/2025,Leadership,10/11/2026,P,,65,,
16c02601-db4d-4d18-bff5-475cd83f8f4f,Luis Singh,41,M,Sales,PhD,23/09/2021,Cloud Computing,23/11/2023,A,,,2,2
19eead26-4e4b-46aa-9424-9390510861bb,Ann Sullivan,32,Female,Finance,Bachelors,15/03/2022,Cloud Computing,18/02/2023,Yes,72,0,5,5
61f863f4-c1ae-45bb-afaa-49dda3b4a240,Scott Washington,37,MALE,Marketing,Diploma,29/06/2024,Leadership,03/05/2026,Present,,,3,3
5c88da6e-e551-4a7a-b011-a2bece4f4c66,Tina Morris,,F,Sales,None,18/02/2023,Communication,20/07/2024,A,,,1,1
e8a91aba-4f7e-4c54-94f3-ea1b30960fbb,Maria Phillips,45,Female,Marketing,None,19/03/2021,Python,11/10/2023,No,70,0,1,1
9e541d3e-65e1-4146-ad8b-62b689cb09aa,Christina Davis,40,M,Sales,Diploma,10/01/2025,Leadership,29/08/2025,Yes,,,3,3
b7447158-2550-4249-836c-3827da2a5b5f,Hector Anderson,39,F,HR,Masters,16/09/2023,Leadership,05/03/2026,No,0,,5,5
bc7d0017-f4c1-440b-9852-8abb1a873c25,Stacy Carter,,MALE,Support,Diploma,17/07/2023,Project Management,17/11/2024,Present,0,24,3,3
ffdb3a38-52e6-4f74-950b-d1d8f882c326,Ronald Sanchez,22,M,Finance,Masters,11/02/2025,Excel,22/08/2027,A,69,0,5,5
06bf79cf-4616-4d6e-be20-193baae2ad63,Roy Lucero II,,F,Support,PhD,01/08/2021,Communication,19/09/2022,P,0,,0,0
3749af64-cfc0-4fbc-a5dc-733d70bb2a0e,Edward Oconnell,,FEMALE,Engineering,Bachelors,09/03/2022,Communication,21/01/2023,Present,51,,4,4
8e6b2439-6a1e-4d9a-b05f-052bd682a0b4,Laura Gutierrez,37,Male,Engineering,Bachelors,17/05/2024,Project Management,21/08/2024,P,99,0,0,0
9351240f-a093-4a68-a64d-49fa94b59339,Veronica Francis,43,FEMALE,Engineering,Bachelors,04/09/2024,Project Management,07/07/2026,Absent,0,30,4,4
6e6aa3ec-4378-4e6b-8d3d-dee3cdad54f4,Steven Giles,,MALE,Marketing,Masters,12/05/2023,Leadership,12/09/2023,No,,0,1,1
f545752a-13b8-4c30-9b69-36978a55a14b,Erica Carey,,FEMALE,Support,Masters,27/12/2022,Excel,21/07/2024,P,95,76,0,0
20f6b8d8-9436-4f5d-89cc-6b08cba9a0f0,Thomas Duke,,Female,Sales,None,14/05/2022,Communication,14/11/2023,No,0,29,2,2
cea82b7a-1ad4-4c13-9040-89fa890d58e5,Crystal Bailey,36,F,Support,None,24/04/2024,Python,01/12/2024,Yes,0,56,0,0
771d030f-3955-4110-bc2e-0301d232231d,Russell Stevens,37,MALE,Support,PhD,23/12/2024,Python,03/04/2026,Absent,28,,3,3
108d692f-6fa9-457c-974f-e6687f441add,Carolyn Castro,49,MALE,Support,Diploma,28/12/2023,Leadership,13/01/2025,No,,,1,1
58fc8448-e555-4087-8ebb-51aea6789753,Michael Brown,,MALE,HR,Diploma,07/01/2025,Python,21/01/2027,No,,,,
46addbe7-b807-4910-b469-76af10bee3e8,Theresa Luna,34,FEMALE,Marketing,Bachelors,13/04/2023,Project Management,02/07/2025,P,,,5,5
f157f169-c3ad-4ffd-b447-9e706e4ae071,James Stanley,,F,Marketing,Masters,09/06/2024,Project Management,09/02/2027,A,73,,4,4
4dfe448c-acb7-4476-b27c-172189d44ce2,Kelly Liu,,M,Engineering,Diploma,25/11/2022,Project Management,19/01/2024,Absent,0,43,,
faecfb4c-8a24-4d57-842c-40ce24ec755d,Emily Smith,,M,Marketing,Bachelors,23/09/2023,Excel,28/01/2024,A,,,4,4
9662f883-5bbc-4b30-8124-b471b64d158c,William Austin,,F,Marketing,Diploma,18/09/2020,Project Management,08/06/2021,Present,65,,5,5
bb88cfe7-2944-4059-bafa-34da69e8fe2a,William Ayala,31,FEMALE,Finance,Masters,08/10/2024,Excel,30/10/2026,A,,100,3,3
a63f89b5-078c-4f1d-ae65-9eb1d5f304a0,Monica Rivera,49,FEMALE,Marketing,None,16/10/2021,Python,27/10/2022,P,0,,,
b3700e92-92f1-4a69-a74f-6635f236b2ee,Jasmine Russell,,M,Finance,Masters,24/01/2021,Communication,24/09/2022,P,,,1,1
2ed86804-57e2-4419-98e6-650123755bc8,Henry Mann,43,Female,HR,None,19/04/2024,Communication,08/12/2025,No,0,50,0,0
42b07e31-2f3f-4e11-973a-603d7feb25e2,Darrell Duke,42,F,Marketing,None,29/05/2022,Python,10/11/2023,Present,,0,1,1
1812362f-c076-492d-b3a4-69a556f7e6bb,Alicia Obrien,39,F,Finance,Masters,16/12/2020,Python,26/07/2023,No,,,,
18720dc7-5f86-4f8b-aec6-16940f243491,Victor Rice,,FEMALE,Finance,None,01/01/2025,Communication,10/10/2025,P,,0,1,1
07144da9-4e67-4f72-a27f-34eb53ad132c,Laura Brooks,34,M,Support,Bachelors,21/04/2020,Project Management,11/11/2022,Absent,0,56,0,0
a2f077e3-3040-4cc4-ac21-f1edf4a985b0,Catherine Robinson,,M,Marketing,Masters,08/11/2020,Python,25/02/2023,Present,0,73,,
e9a11cc0-aee4-4488-9f41-c15518d2bfd0,James Thompson,,FEMALE,Marketing,None,15/03/2023,Excel,25/04/2024,P,,,2,2
c5a0b7c3-e132-4e39-9891-b0a4b4d4813a,Charles Fuentes,40,FEMALE,Marketing,PhD,06/01/2024,Leadership,25/08/2024,Present,,,4,4
899f7cfb-ef6f-4d6a-89ed-1c7c9f40ce6a,Rebecca Martinez,46,MALE,Finance,PhD,10/07/2020,Excel,21/08/2021,Absent,0,0,0,0
595b9abc-1b97-4332-8a9b-37f0ef5e4a66,Leslie Jackson,58,FEMALE,Engineering,Masters,01/12/2022,Excel,16/10/2023,Present,28,39,0,0
27bea2b2-9a7f-426f-b172-e9f87f660f24,Tamara Pace DVM,37,M,HR,PhD,10/02/2021,Leadership,29/08/2022,A,63,,,
72abe7ff-c8b8-447b-a38b-66acd4eee313,Mary Jones,47,FEMALE,Engineering,Masters,04/12/2024,Excel,15/07/2026,Absent,,49,4,4
f5dbed2c-3d4c-4f01-a431-91eb5d9e1717,Chelsea Powell,23,MALE,Support,Masters,11/05/2022,Excel,06/08/2022,Present,25,49,5,5
ebced334-fb7b-40c7-aaa6-fc450f01fe85,Dr. Matthew Webster,,MALE,Support,Diploma,25/04/2023,Leadership,01/11/2025,Yes,,0,3,3
a9dbf628-1748-4a01-8514-7bc9d907ba3f,Susan Hart,26,Female,Sales,Bachelors,07/02/2021,Communication,10/03/2023,Absent,,,5,5
8bdfa208-c1c5-4c8b-a4e9-4d6a858c5992,Diane Taylor,54,F,Marketing,Masters,15/10/2024,Cloud Computing,02/11/2026,Present,0,,3,3
6d234155-a057-4558-b1ba-308e4aff5eee,James Henry,46,Female,Sales,PhD,13/12/2021,Python,11/10/2022,Absent,,70,5,5
7bee4582-8fae-46a9-924e-c63c1ab49e05,Elizabeth Gay,,Female,Marketing,Bachelors,11/06/2024,Leadership,08/05/2026,A,0,46,1,1
0e1c0d4d-b2eb-4819-af1e-0ecdc555f30a,Amanda Arroyo,41,FEMALE,HR,PhD,16/09/2022,Excel,01/12/2024,Present,100,,,
e67882ae-bf73-4026-9664-6ca5e4602d31,Carrie Edwards,22,Female,HR,Masters,17/11/2022,Excel,27/07/2023,No,0,,3,3
f77e1ee6-0c15-4b28-8728-971988c75e8a,Cole Brandt,,FEMALE,Sales,PhD,02/09/2020,Project Management,06/11/2021,Absent,0,33,2,2
dfab24e2-af25-462c-934d-09aed2e106a4,Jordan Sweeney,,Male,HR,Diploma,16/09/2020,Excel,08/03/2023,No,92,32,1,1
0b72d0ef-b2fd-4a38-ae5e-c1fc5eee5114,Annette Dodson,,Male,HR,Diploma,04/08/2024,Project Management,14/09/2025,Present,58,,2,2
b6caf840-12ad-4c1b-91ff-def6b6608a31,Daniel Bowman,35,MALE,Support,Bachelors,24/02/2022,Excel,18/08/2022,Absent,21,0,0,0
34be5f01-61a9-4ecf-ac0d-d9ba0b94729c,Audrey Roberts,,M,Engineering,None,25/05/2020,Excel,19/02/2021,Present,39,,5,5
d4d05762-ea4d-4ed8-904a-902aa8db2a2c,Christopher Price,,F,Finance,Masters,23/04/2022,Leadership,16/04/2024,Yes,0,,1,1
66e6c48a-d679-4ab4-aae6-c3da5f2d38b8,Charles Sanchez,,Male,Support,PhD,17/03/2022,Communication,11/04/2024,Absent,77,0,4,4
ae2e69e2-6c3f-4800-ac13-d7c3e1c72223,Sharon Sims,53,MALE,Support,Bachelors,18/06/2022,Python,19/11/2024,P,0,,5,5
bc94046e-a741-4d2c-a0f1-3db6f0b5b7b3,Jennifer Smith,,MALE,Sales,None,03/01/2022,Communication,22/05/2024,P,,0,2,2
e6ace778-d7b6-40a3-8730-b04b608bb508,Richard King,40,MALE,Finance,None,14/10/2023,Excel,28/12/2024,P,75,,3,3
0ab35cb1-653d-4c17-b149-324ba064bc2a,Joann Alvarado,,FEMALE,Support,Masters,09/05/2020,Leadership,01/12/2022,P,0,0,3,3
1d82e2a8-1d48-4843-a339-8f8e120de24a,Rick Jones,32,Female,Support,Diploma,28/02/2022,Leadership,14/03/2023,A,0,89,0,0
bd76bb2f-f189-4bad-aad8-8bca53cf14e1,Michael Arias,38,MALE,Marketing,PhD,31/10/2024,Excel,16/05/2026,Present,0,0,1,1
48e26a53-4954-405b-8948-575448e918f9,Deborah Juarez,47,FEMALE,HR,Diploma,27/08/2023,Project Management,12/05/2026,Present,0,78,,
33be8942-e24f-408a-a2b6-a842d2a81922,Kristen Jimenez,34,FEMALE,Engineering,Diploma,16/08/2023,Communication,16/01/2026,Present,59,,0,0
780d90b6-0923-41d9-bedc-eb6584aa6e12,Brian Johnson,28,Male,Engineering,Bachelors,06/05/2021,Python,28/09/2023,Present,46,29,,
b190dea4-c335-49e5-9567-55f42f39f8c8,Dana Gilbert,,MALE,Finance,Bachelors,26/07/2023,Project Management,10/05/2024,Yes,,,1,1
98d516b9-7128-4916-a48b-d5aabd0443f0,Mary Gordon,,MALE,Sales,None,29/12/2023,Leadership,28/08/2024,No,82,,5,5
51634a91-b993-465f-b5de-d447c4bfa424,Adrian Hernandez,,FEMALE,Engineering,Diploma,15/11/2021,Project Management,09/12/2022,Yes,,82,,
7647f43f-59a1-4829-acef-781debfdb100,Mathew Myers,,M,Sales,Bachelors,26/05/2022,Leadership,19/07/2023,Absent,100,,4,4
104b5372-816e-45c2-8ab3-c590f262e145,Mark Rogers,52,M,HR,None,26/07/2021,Project Management,01/10/2023,A,0,72,5,5
11c3138b-70c6-4b42-9f0f-f647067ab1d7,Lindsay Roberts,,Male,Sales,Masters,31/12/2023,Excel,09/02/2024,P,,0,5,5
514b30a9-f6d4-461c-8c10-46bf24b37794,Michael Ortiz,,Female,Finance,PhD,20/08/2021,Communication,30/09/2023,Present,0,,5,5
2b7f90a5-b871-49e1-9e5b-aabf04786088,Erica Johnson,26,F,Finance,Masters,22/10/2024,Leadership,13/03/2025,A,,,0,0
6197337c-0182-4481-bbd1-4558af2f5f8b,Anthony Hughes,,Female,Support,Diploma,23/02/2021,Project Management,28/09/2021,Present,32,37,0,0
c31dfb91-397a-4433-9b64-8ca71ea0dd2d,Kristy Jones,58,F,Finance,PhD,01/02/2025,Project Management,31/03/2027,A,0,0,5,5
62d47bff-a510-47b4-924d-4a86efed0e52,Luis Cole,,Male,HR,Diploma,26/04/2024,Cloud Computing,07/06/2025,No,74,28,1,1
4002c5eb-9cd3-4931-bd95-7e47aed14cec,William Gibson,,F,Sales,Masters,15/04/2022,Communication,08/02/2023,Present,23,0,,
5c31d125-e123-433f-8955-17ec7447f8a1,Dustin Simon,,FEMALE,HR,Diploma,26/07/2021,Leadership,04/03/2022,No,0,72,4,4
290a8303-e1c6-47c2-81d8-93a5ffc7aba2,Alex Trujillo,,Female,Support,Diploma,27/07/2023,Leadership,21/03/2025,P,0,21,2,2
b5ef818b-690e-4a7e-b5be-1ba70ae4e096,Sarah Archer,55,M,Marketing,PhD,28/06/2021,Communication,16/01/2023,A,47,,5,5
35461a1c-5a5a-4dac-a062-4c48d7131c2e,Jennifer Butler,46,Female,Support,Masters,30/04/2021,Cloud Computing,02/10/2022,Absent,,85,2,2
76a90f78-6370-4da9-b3ce-caaf71a2f6c1,Gabriel Ross,,Female,HR,Diploma,11/02/2024,Leadership,12/10/2025,A,,70,,
b66c4a03-378a-4526-befa-528c34b6d9da,Cory Russo,,FEMALE,Marketing,Masters,09/10/2024,Excel,24/05/2025,Yes,,40,3,3
dcc8c801-8c57-4243-b69f-ce1ae67d9f00,Jennifer Schneider,,FEMALE,Engineering,Diploma,11/05/2023,Leadership,12/02/2025,Yes,0,0,4,4
1bd07f9b-7861-4769-a42e-4cff64907a63,Jodi Conway,,MALE,HR,PhD,30/01/2022,Cloud Computing,10/04/2022,Yes,,0,4,4
56726735-3798-4c80-b30c-84610d06d891,Brooke Cruz,59,F,HR,Bachelors,09/10/2023,Project Management,21/03/2025,A,0,0,0,0
716728ee-f175-4208-ae29-23866e896265,Daniel Bradley,,M,Sales,None,31/08/2024,Communication,08/07/2026,P,61,92,,
ae3dc742-bef8-404b-bbcf-57d745f84c5d,Brittney Morales,,M,HR,None,24/09/2021,Excel,15/10/2022,No,0,0,2,2
77f4d7f9-5105-48a9-a94a-48b326932d95,Oscar Farmer,,Female,Finance,None,12/12/2021,Cloud Computing,09/11/2022,Absent,0,0,,
c36db2ec-eeda-49bc-9c40-6cbe50f370af,Nancy Liu,43,MALE,Finance,PhD,28/05/2024,Communication,06/03/2025,A,0,0,0,0
057eccfa-15f3-4747-90bb-5ed3c9765bdf,Scott Brown,38,M,Engineering,Diploma,02/02/2021,Cloud Computing,17/06/2022,A,20,,2,2
5b5073c7-e6dc-4c76-ae7a-e3bb50340715,Chris Lewis,,FEMALE,Sales,Diploma,11/01/2021,Communication,18/09/2023,P,,,5,5
50c49c2b-e8c4-41fc-9f8c-1c815ce9a3d3,Sandra Alvarez,,Male,Marketing,Masters,29/10/2020,Leadership,30/07/2022,P,26,,4,4
cd65e328-19fb-4ed2-8da1-2b024a2c7830,Stephanie Hernandez,30,MALE,Support,Diploma,03/10/2021,Communication,20/02/2022,Present,92,21,3,3
9e482e45-e904-4e42-8845-26f51e521d48,Justin Fuller,,F,Marketing,Masters,18/10/2023,Communication,27/10/2024,Yes,0,0,,
3fd8027f-e755-4655-9916-2e44b0a17621,Mary Thomas,,Female,Marketing,Diploma,28/08/2022,Communication,24/09/2023,Yes,98,40,2,2
22b6995e-0a14-4309-8173-d1d918d98279,Kaitlyn Woods,53,Male,Marketing,Diploma,19/01/2024,Communication,24/09/2025,Absent,0,41,3,3
d1654869-fcde-41c8-b028-bafc960f96d9,Jeremy Armstrong,22,MALE,HR,Diploma,07/06/2020,Cloud Computing,01/02/2023,Yes,,47,1,1
7de471bf-f865-4d61-8515-5381e4dc6680,Lacey Blackwell,,Female,Support,Diploma,26/01/2024,Cloud Computing,06/06/2024,A,0,54,4,4
2d5f4dd3-11a2-464d-9eb6-3bc5e2f10e16,Eric Long,,M,Engineering,Diploma,27/12/2020,Cloud Computing,17/07/2023,Yes,,97,4,4
ca7cd927-ef5e-4d74-be2e-7c0f1c68a614,Christina Walters,,Female,Finance,Masters,15/07/2021,Communication,30/08/2022,P,,55,1,1
c95d2093-f2e2-4d2f-8af3-c094b61ed8af,Larry Lloyd,,Male,Support,None,02/10/2022,Communication,02/11/2024,No,,,2,2
6af0ebbd-971f-440d-a41b-b3b99f325c4c,Holly King DDS,,F,Support,Diploma,26/05/2020,Excel,31/01/2022,Present,,64,4,4
7d5704df-0600-42c3-aa7a-109ee77ee2a9,Christopher Banks,52,Female,Marketing,None,09/09/2024,Project Management,11/07/2025,Yes,0,45,3,3
6ed5ca30-ff03-41a9-b2ed-257b435b6625,Don Carney,36,MALE,Marketing,Bachelors,15/11/2022,Cloud Computing,09/01/2024,No,90,52,0,0
8d204cf6-553a-4bad-948a-e202a8cf20c8,Shane House,,Female,Finance,PhD,29/02/2024,Communication,18/09/2025,Absent,,0,4,4
4d7e6eeb-04eb-4694-92da-e5a7bc11733c,Tanner James,25,M,Sales,Diploma,10/05/2020,Excel,16/08/2020,Absent,50,0,1,1
b265293e-4531-4fd0-ac01-e53db1fe69b8,Jacob Hunt,,Female,Sales,Bachelors,27/07/2020,Excel,25/08/2022,Yes,0,42,0,0
21e10ae8-5795-4ee7-b510-561a683def14,Michelle Tran,,Female,HR,None,16/11/2023,Leadership,14/06/2025,Yes,84,70,2,2
e9d1c994-1553-4cc9-8444-a6bd4819a23a,Michael Trujillo,30,FEMALE,HR,None,03/06/2024,Python,21/12/2024,A,,0,2,2
1d0ffe16-e554-474f-8240-252ddc89e59a,Carl Gill,60,Male,Finance,Masters,22/12/2022,Leadership,13/05/2023,P,0,0,2,2
10a12a0b-5f96-400d-ad56-e616130cd65b,Robert Maxwell,,MALE,Sales,PhD,01/05/2022,Cloud Computing,11/07/2024,Yes,,,5,5
bc8b7eb7-0371-46f7-b91d-8c4c02781c40,Sheila Williamson,30,Female,Engineering,None,27/11/2020,Python,15/06/2021,P,0,,4,4
df10c0ab-f734-4784-a049-d164952f6d11,Lynn Rivera,,Female,Engineering,Masters,05/08/2021,Excel,23/09/2022,No,,0,1,1
b44304e9-0e60-4c16-9f39-f9f99cd1126b,Thomas House,47,Female,Engineering,Masters,01/03/2021,Excel,21/08/2021,P,,0,3,3
17722cf0-f38e-4bc3-b7df-852c1779e7d0,Rickey Hall,51,F,Engineering,Masters,04/11/2021,Communication,25/03/2023,No,,67,2,2
52060f1c-630b-40db-9454-578fb78bf29d,Cheryl Roth,49,FEMALE,HR,PhD,09/09/2020,Cloud Computing,02/10/2021,Yes,81,81,4,4
781e2d35-2fa1-42bc-b4ce-5f319aff48af,Michael Hancock,54,Male,Engineering,Masters,23/06/2024,Project Management,18/07/2025,No,,27,3,3
019dc12d-81f1-4d04-af57-6e777148c007,William Baker,45,F,Finance,PhD,14/10/2020,Cloud Computing,18/04/2022,A,0,,5,5
b33109f5-3078-43d0-b904-6be7934fa5c8,Philip Lopez,59,F,Finance,Diploma,15/11/2024,Cloud Computing,26/12/2025,Present,0,0,5,5
29949775-3a4b-40e3-bdf2-6dafc19bf990,Russell Phillips,,MALE,Support,Diploma,31/12/2022,Project Management,08/04/2023,No,54,38,2,2
37dfc571-4910-4c10-a3fe-085b81b41b37,Roger Moss,47,Male,Engineering,PhD,09/10/2023,Leadership,11/02/2024,Absent,,92,3,3
f7d7f5c0-e3fb-4b87-a7a3-bc7a01c9a464,Diana Martin,,Female,Engineering,Bachelors,11/10/2024,Communication,11/01/2026,Present,0,81,2,2
e716eb38-581f-43df-be71-bda810128b96,Lisa Roth,53,Male,Support,Diploma,15/10/2020,Python,26/06/2021,Yes,,0,2,2
b752f753-e60d-400f-83b1-ef08ac8d8f32,William Craig,,FEMALE,Marketing,None,11/12/2020,Cloud Computing,04/08/2022,No,0,51,0,0
ea1b248f-ea94-4306-8579-8f5d969040b0,Michael Gregory,,FEMALE,HR,Diploma,22/12/2022,Project Management,04/05/2025,A,0,,4,4
d6f83aa7-ba26-4e87-832f-174f91b72a5c,Hunter Shepherd,36,Female,Finance,Masters,28/10/2020,Leadership,16/03/2021,No,0,,5,5
7d34d5ec-c36f-4008-8cdc-ffaf7fec01d8,Zachary Lee,,Male,Marketing,Masters,01/06/2023,Cloud Computing,30/07/2025,A,,,5,5
5a575306-b0dc-40e8-8aee-5a682ba95b90,Spencer Nguyen,,Male,HR,PhD,05/04/2025,Leadership,24/06/2026,P,,,2,2
76e26e93-e62a-4bfe-9e61-f70d76b00d9f,Charles Christensen,,Female,Sales,Masters,11/09/2023,Python,04/06/2025,Absent,,,4,4
23b1d124-df94-42f8-8644-4f36f31b3888,Jane Berg,27,Female,Sales,Diploma,01/11/2023,Excel,22/04/2026,Present,39,,1,1
6f339c5e-0392-4cfa-9d9f-2c8c6640464a,Mary Thompson,,MALE,Sales,Bachelors,15/07/2021,Leadership,11/02/2022,Absent,,32,3,3
642bb07d-0432-47e4-9847-d750378ce7b7,Devin Gonzalez,22,Female,Finance,Diploma,30/10/2021,Leadership,18/07/2023,P,,0,1,1
d46c5776-4db3-4044-a887-6b7f64694f53,Kirsten Perez,30,F,Sales,PhD,30/06/2024,Communication,11/10/2024,No,85,0,3,3
6ecfaab4-7fc7-4f6a-b946-51309b58e20a,Samuel Freeman,,MALE,Marketing,Diploma,27/05/2024,Excel,10/02/2025,P,,0,1,1
1120c1b7-1b23-41f0-b620-e4c05a766ac4,Michelle Franklin,,MALE,HR,Masters,09/10/2020,Communication,31/10/2022,A,0,39,4,4
7e85f617-f17e-493d-84cd-a1d23c32f2ee,Jennifer Smith,31,F,Marketing,Masters,20/06/2021,Project Management,09/10/2021,Present,,0,1,1
a165c37d-56ad-4649-a89a-2abca1aa8c49,Luke Carr,48,MALE,Support,None,19/11/2022,Project Management,20/08/2023,Yes,0,,4,4
b989a884-5752-4610-882a-68ff879645b8,Michael Anderson,47,M,Engineering,Bachelors,14/05/2021,Leadership,15/04/2023,P,69,,2,2
0488a0e8-1028-45b4-b938-ce7ff86e2588,Jason Clark,,Female,HR,Diploma,27/01/2025,Project Management,01/01/2027,P,0,43,0,0
df331eb0-e8ff-461f-bbc2-9d89b0333c0d,Madison Winters,48,F,HR,Masters,15/01/2023,Leadership,23/07/2025,Absent,0,,3,3
573bdf7a-8e14-438e-87d0-e6eec96c2090,Erin Lee,,Male,Engineering,PhD,25/04/2024,Project Management,05/03/2025,P,,63,,
a1f76e1c-c816-4e32-9263-a195f7294c21,Susan Erickson,54,Female,Marketing,PhD,06/05/2021,Project Management,20/09/2021,No,,,0,0
7d14190d-3fc4-44d0-91d5-0a53d035dd19,Stephanie Edwards,,MALE,Engineering,Diploma,13/04/2022,Project Management,08/11/2024,Yes,,,5,5
9fa4b54f-25fa-4f8d-800c-9ab9625737cf,Joseph Ford,48,F,Finance,Diploma,28/01/2021,Cloud Computing,13/04/2021,Yes,,95,1,1
c705dd1e-63bb-48b6-b311-71a7112206a2,Randy Joseph,24,MALE,Sales,PhD,12/07/2022,Excel,14/11/2023,P,0,49,,
79477aa8-0f1c-4455-871b-3b67d907a314,Mark Murphy,,Male,Finance,Bachelors,12/05/2023,Leadership,24/01/2024,P,0,73,4,4
45d3708a-c89f-484f-a568-221b8fd73af9,Kari Edwards,41,F,Sales,Masters,15/05/2024,Cloud Computing,09/11/2025,No,,34,,
a555dfa1-cf8b-48bd-92fa-9b0a333705f9,Thomas Jacobs,43,FEMALE,Support,Masters,29/10/2024,Leadership,03/07/2027,No,74,0,5,5
e28065d7-bc49-4467-8f81-0db2bbc1686b,Robert Campbell,28,MALE,Support,PhD,12/10/2022,Communication,20/07/2023,No,0,,1,1
da4a9d0b-d18e-431b-b35d-8adb6c4928d4,Dean Thomas,,Male,HR,PhD,19/06/2023,Cloud Computing,31/12/2023,No,0,28,2,2
c32aeb1b-a4dc-4a67-a6d1-8c910760d408,Jacob Parsons,22,Male,HR,Masters,24/06/2020,Leadership,30/12/2020,A,63,0,0,0
8e25ce3d-61cc-46e5-a03a-51967259f45b,Jeremy Edwards,39,M,Engineering,PhD,09/07/2021,Communication,27/11/2022,A,0,0,4,4
b4cfdcd7-32a1-414d-86a4-9f8d74b8b222,Dominique Willis,27,Female,Marketing,PhD,04/08/2022,Communication,21/09/2022,Yes,88,0,5,5
0d6ba019-1fb8-43c2-8457-3e35f4c3559b,Kristen Wood,,Male,Sales,Diploma,04/01/2023,Communication,28/01/2024,Absent,0,0,0,0
8cd5219a-6001-475d-b872-c503d4f12110,Jeffrey Nguyen,,FEMALE,Finance,Diploma,12/12/2022,Python,14/02/2025,No,67,25,,
c2b2315d-d608-46ac-9cf2-f216539cbe4f,Douglas Cunningham,44,MALE,HR,PhD,12/10/2021,Excel,17/02/2023,No,,79,5,5
0e4cc983-82ff-41e0-a21d-4d530a14e77e,Michelle Crawford,55,FEMALE,Marketing,Diploma,06/02/2025,Excel,23/07/2025,Yes,0,63,5,5
85d4f2c1-1a2d-4453-a6cd-497923d13c7f,Miguel Davis,42,M,Sales,Diploma,03/11/2020,Python,03/09/2022,Present,33,0,0,0
14c6d16d-5691-46b9-9b69-a9a8f8e9ed27,Paul Vasquez,46,M,HR,Diploma,01/05/2023,Leadership,18/10/2023,Yes,66,,0,0
